X,Y,id,OBJECTID,xcoord,ycoord
1958853.83256942,549565.206262308,"14",,1958853.83256942,549565.206262308
1958848.15256445,549548.257810258,"15",,1958848.15256445,549548.257810258
1958892.41684765,549562.685609415,"16",,1958892.41684765,549562.685609415
1958869.66393857,549580.237872108,"17",,1958869.66393857,549580.237872108
1958887.84816072,549535.947586633,"18",,1958887.84816072,549535.947586633
1958919.46560728,549504.894033659,"19",,1958919.46560728,549504.894033659
1952736.67277285,557862.90136914,"0",,1952736.67277285,557862.90136914
1952760.15251548,557871.35816327,"1",,1952760.15251548,557871.35816327
1952617.33174121,557986.801852326,"2",,1952617.33174121,557986.801852326
1952792.43419893,557841.295014805,"3",,1952792.43419893,557841.295014805
1952842.98127553,557839.086514539,"4",,1952842.98127553,557839.086514539
1952650.29328939,557984.600642978,"5",,1952650.29328939,557984.600642978
1952809.91195829,557890.578434828,"6",,1952809.91195829,557890.578434828
1952741.02183858,557953.337529835,"7",,1952741.02183858,557953.337529835
1952753.03057199,557827.498117615,"8",,1952753.03057199,557827.498117615
1952709.98635602,557900.946800071,"9",,1952709.98635602,557900.946800071
1952695.59956654,557929.302007809,"10",,1952695.59956654,557929.302007809
1952751.90809354,557907.620313416,"11",,1952751.90809354,557907.620313416
1952655.92436751,558008.223224273,"12",,1952655.92436751,558008.223224273
1952833.40403853,557848.843885471,"13",,1952833.40403853,557848.843885471
1952651.34214012,558037.622893006,"14",,1952651.34214012,558037.622893006
1952817.26981288,557769.875941959,"15",,1952817.26981288,557769.875941959
1952688.43496461,558004.216108513,"16",,1952688.43496461,558004.216108513
1952766.98601178,557915.306894552,"17",,1952766.98601178,557915.306894552
1952671.25704569,557922.191934271,"18",,1952671.25704569,557922.191934271
1952750.6989065,557920.610349072,"19",,1952750.6989065,557920.610349072
1959874.23581824,547134.666854768,"0",,1959874.23581824,547134.666854768
1959886.72010772,547167.666289585,"1",,1959886.72010772,547167.666289585
1959893.02022532,547181.85967046,"2",,1959893.02022532,547181.85967046
1959843.85589692,547247.53086394,"3",,1959843.85589692,547247.53086394
1959858.97908362,547140.914716907,"4",,1959858.97908362,547140.914716907
1959834.13523441,547234.103599447,"5",,1959834.13523441,547234.103599447
1959863.08945958,547223.573562416,"6",,1959863.08945958,547223.573562416
1959835.16941014,547238.714542355,"7",,1959835.16941014,547238.714542355
1959843.11269871,547200.601742572,"8",,1959843.11269871,547200.601742572
1959910.84202745,547152.958185481,"9",,1959910.84202745,547152.958185481
1959832.97866859,547197.434063189,"10",,1959832.97866859,547197.434063189
1959847.12794782,547202.229742917,"11",,1959847.12794782,547202.229742917
1959892.85378972,547156.864531555,"12",,1959892.85378972,547156.864531555
1959839.26315584,547263.425437524,"13",,1959839.26315584,547263.425437524
1959857.36587062,547186.761117635,"14",,1959857.36587062,547186.761117635
1959835.99643046,547251.007027225,"15",,1959835.99643046,547251.007027225
1959897.6322792,547190.201158048,"16",,1959897.6322792,547190.201158048
1959874.3086716,547225.907859183,"17",,1959874.3086716,547225.907859183
1959884.16341524,547154.733540153,"18",,1959884.16341524,547154.733540153
1959845.48727786,547231.039474282,"19",,1959845.48727786,547231.039474282
1962328.70733673,541416.359964295,"0",,1962328.70733673,541416.359964295
1962301.28561447,541507.288671577,"1",,1962301.28561447,541507.288671577
1962320.27297491,541404.488081365,"2",,1962320.27297491,541404.488081365
1962299.64188627,541515.400191922,"3",,1962299.64188627,541515.400191922
1962333.64441404,541410.822209315,"4",,1962333.64441404,541410.822209315
1962324.74398194,541398.253151235,"5",,1962324.74398194,541398.253151235
1962325.21509684,541375.408780972,"6",,1962325.21509684,541375.408780972
1962281.64762555,541440.676137099,"7",,1962281.64762555,541440.676137099
1962341.86603857,541387.968512318,"8",,1962341.86603857,541387.968512318
1962315.06514967,541480.604958086,"9",,1962315.06514967,541480.604958086
1962309.84893272,541479.501869989,"10",,1962309.84893272,541479.501869989
1962275.8634802,541423.307607603,"11",,1962275.8634802,541423.307607603
1962322.39389752,541389.830637664,"12",,1962322.39389752,541389.830637664
1962331.40820555,541388.906827729,"13",,1962331.40820555,541388.906827729
1962294.69831152,541442.255690698,"14",,1962294.69831152,541442.255690698
1962310.25211779,541393.098391423,"15",,1962310.25211779,541393.098391423
1962307.66741968,541425.06405435,"16",,1962307.66741968,541425.06405435
1962341.36643008,541465.978448627,"17",,1962341.36643008,541465.978448627
1962316.61821656,541391.506971639,"18",,1962316.61821656,541391.506971639
1962294.10330233,541415.718828677,"19",,1962294.10330233,541415.718828677
2025605.1550181,497840.283927299,"0",,2025605.1550181,497840.283927299
2025687.29689011,497642.822312612,"1",,2025687.29689011,497642.822312612
2025508.0273462,498041.323639373,"2",,2025508.0273462,498041.323639373
2025722.22439064,497607.569457858,"3",,2025722.22439064,497607.569457858
2025496.31635965,498011.946808736,"4",,2025496.31635965,498011.946808736
2025599.8076719,497880.411854705,"5",,2025599.8076719,497880.411854705
2025576.34617324,497912.600145779,"6",,2025576.34617324,497912.600145779
2025697.4419554,497629.953535848,"7",,2025697.4419554,497629.953535848
2025495.53264779,498095.802399958,"8",,2025495.53264779,498095.802399958
2025615.56476574,497866.626200067,"9",,2025615.56476574,497866.626200067
2025642.93705479,497796.203199761,"10",,2025642.93705479,497796.203199761
2025502.30848016,498043.106808314,"11",,2025502.30848016,498043.106808314
2025652.85767821,497775.167556816,"12",,2025652.85767821,497775.167556816
2025704.31246842,497644.421282397,"13",,2025704.31246842,497644.421282397
2025524.39851113,498002.933922624,"14",,2025524.39851113,498002.933922624
2025669.2412564,497777.999078954,"15",,2025669.2412564,497777.999078954
2025662.83032358,497776.189062768,"16",,2025662.83032358,497776.189062768
2025635.74232912,497841.953293736,"17",,2025635.74232912,497841.953293736
2025622.25659973,497876.525795831,"18",,2025622.25659973,497876.525795831
2025689.34400826,497631.933013203,"19",,2025689.34400826,497631.933013203
2013554.56165271,508919.790328459,"0",,2013554.56165271,508919.790328459
2013332.92727373,509060.760044325,"1",,2013332.92727373,509060.760044325
2013428.77887657,509029.22445692,"2",,2013428.77887657,509029.22445692
2013413.23304647,509050.957355662,"3",,2013413.23304647,509050.957355662
2013382.19974601,509063.373366299,"4",,2013382.19974601,509063.373366299
2013550.95085701,508894.298365279,"5",,2013550.95085701,508894.298365279
2013455.47832482,508993.227479169,"6",,2013455.47832482,508993.227479169
2013349.78984819,509073.045511273,"7",,2013349.78984819,509073.045511273
2013404.88658704,509067.559895537,"8",,2013404.88658704,509067.559895537
2013262.81004797,509133.558999587,"9",,2013262.81004797,509133.558999587
2013215.18817717,509145.166471979,"10",,2013215.18817717,509145.166471979
2013548.34516543,508925.051525126,"11",,2013548.34516543,508925.051525126
2013514.7792662,508919.140794924,"12",,2013514.7792662,508919.140794924
2013177.69905701,509159.017258744,"13",,2013177.69905701,509159.017258744
2013372.5992194,509046.315589681,"14",,2013372.5992194,509046.315589681
2013402.45735383,509020.9795459,"15",,2013402.45735383,509020.9795459
2013468.82109002,508963.468802416,"16",,2013468.82109002,508963.468802416
2013280.1954858,509101.804033036,"17",,2013280.1954858,509101.804033036
2013533.47635576,508931.275740634,"18",,2013533.47635576,508931.275740634
2013223.7210511,509177.243541512,"19",,2013223.7210511,509177.243541512
2009860.91249754,510896.935288465,"0",,2009860.91249754,510896.935288465
2010630.54599753,510612.062787385,"1",,2010630.54599753,510612.062787385
2010389.70182852,510647.720454491,"2",,2010389.70182852,510647.720454491
2009621.45665694,510954.341954129,"3",,2009621.45665694,510954.341954129
2010312.19442334,510720.622753014,"4",,2010312.19442334,510720.622753014
2009965.56835994,510807.059213395,"5",,2009965.56835994,510807.059213395
2010162.41267931,510716.71299733,"6",,2010162.41267931,510716.71299733
2009675.5491465,510960.817165407,"7",,2009675.5491465,510960.817165407
2009926.81218696,510846.731474829,"8",,2009926.81218696,510846.731474829
2010391.39139925,510680.292821158,"9",,2010391.39139925,510680.292821158
2010286.16463308,510652.7692608,"10",,2010286.16463308,510652.7692608
2009862.77781696,510905.689477948,"11",,2009862.77781696,510905.689477948
2009515.25338647,511132.292594549,"12",,2009515.25338647,511132.292594549
2009698.99241971,510933.636807015,"13",,2009698.99241971,510933.636807015
2010323.02568566,510724.982677529,"14",,2010323.02568566,510724.982677529
2010042.58433815,510855.039678865,"15",,2010042.58433815,510855.039678865
2010483.47222265,510600.640722605,"16",,2010483.47222265,510600.640722605
2009544.06694461,510976.677754141,"17",,2009544.06694461,510976.677754141
2010363.84196218,510621.29262959,"18",,2010363.84196218,510621.29262959
2009902.58057044,510925.148096653,"19",,2009902.58057044,510925.148096653
2003383.23666195,514599.873767107,"0",,2003383.23666195,514599.873767107
2003099.99057473,514793.991207394,"1",,2003099.99057473,514793.991207394
2002938.91654615,514962.021676049,"2",,2002938.91654615,514962.021676049
2003471.36011818,514643.041262212,"3",,2003471.36011818,514643.041262212
2003347.15376954,514734.112488452,"4",,2003347.15376954,514734.112488452
2003247.89964935,514825.181104496,"5",,2003247.89964935,514825.181104496
2003356.90626107,514620.976305131,"6",,2003356.90626107,514620.976305131
2003351.09950148,514627.995184452,"7",,2003351.09950148,514627.995184452
2003470.91857453,514595.047670856,"8",,2003470.91857453,514595.047670856
2003128.28949943,514781.226201855,"9",,2003128.28949943,514781.226201855
2003351.52316771,514751.180835117,"10",,2003351.52316771,514751.180835117
2003356.05900749,514636.343797896,"11",,2003356.05900749,514636.343797896
2002985.32721786,515025.880971056,"12",,2002985.32721786,515025.880971056
2002990.81184433,514854.089303781,"13",,2002990.81184433,514854.089303781
2003166.13336447,514922.555998012,"14",,2003166.13336447,514922.555998012
2003288.11722356,514805.429385025,"15",,2003288.11722356,514805.429385025
2003016.85550028,514866.38196211,"16",,2003016.85550028,514866.38196211
2003191.20405329,514752.11109463,"17",,2003191.20405329,514752.11109463
2003334.6406074,514729.302612774,"18",,2003334.6406074,514729.302612774
2003266.68780396,514689.340639406,"19",,2003266.68780396,514689.340639406
1996256.53718055,520646.863129321,"0",,1996256.53718055,520646.863129321
1995989.38841752,520976.891442724,"1",,1995989.38841752,520976.891442724
1996127.44827057,520809.3907751,"2",,1996127.44827057,520809.3907751
1996496.54937534,520393.087799119,"3",,1996496.54937534,520393.087799119
1996494.43438204,520499.20022174,"4",,1996494.43438204,520499.20022174
1996056.86304359,520968.211054388,"5",,1996056.86304359,520968.211054388
1996099.71312549,520870.807596429,"6",,1996099.71312549,520870.807596429
1996314.92758987,520650.841815702,"7",,1996314.92758987,520650.841815702
1996091.46526637,520991.430450337,"8",,1996091.46526637,520991.430450337
1996280.77470424,520626.263746643,"9",,1996280.77470424,520626.263746643
1996340.63348559,520595.373219877,"10",,1996340.63348559,520595.373219877
1996508.30479585,520364.581927958,"11",,1996508.30479585,520364.581927958
1996387.82901515,520579.821847622,"12",,1996387.82901515,520579.821847622
1996354.07779325,520663.689365453,"13",,1996354.07779325,520663.689365453
1996532.75299495,520416.885200537,"14",,1996532.75299495,520416.885200537
1996524.5511819,520338.034771508,"15",,1996524.5511819,520338.034771508
1996269.52392086,520678.565069532,"16",,1996269.52392086,520678.565069532
1996584.68216962,520357.415887252,"17",,1996584.68216962,520357.415887252
1996441.06298943,520549.625996186,"18",,1996441.06298943,520549.625996186
1996486.52677223,520503.798692832,"19",,1996486.52677223,520503.798692832
1992704.92933309,524747.583834974,"0",,1992704.92933309,524747.583834974
1992246.0013252,525190.858057301,"1",,1992246.0013252,525190.858057301
1992989.87442407,524453.42171614,"2",,1992989.87442407,524453.42171614
1992148.39208627,525191.78845895,"3",,1992148.39208627,525191.78845895
1992797.5914146,524599.176517346,"4",,1992797.5914146,524599.176517346
1992047.22309335,525332.832736875,"5",,1992047.22309335,525332.832736875
1992716.14135418,524698.233688977,"6",,1992716.14135418,524698.233688977
1991957.88452261,525454.643425363,"7",,1991957.88452261,525454.643425363
1992493.0817716,524912.804426707,"8",,1992493.0817716,524912.804426707
1992533.46673095,524915.814071107,"9",,1992533.46673095,524915.814071107
1992788.62910754,524630.525683351,"10",,1992788.62910754,524630.525683351
1992271.52432915,525076.909442358,"11",,1992271.52432915,525076.909442358
1992909.00748449,524509.361248558,"12",,1992909.00748449,524509.361248558
1992760.93183126,524645.02562702,"13",,1992760.93183126,524645.02562702
1992894.88265708,524483.975443013,"14",,1992894.88265708,524483.975443013
1992108.60169325,525291.753288034,"15",,1992108.60169325,525291.753288034
1991919.42357375,525416.334954902,"16",,1991919.42357375,525416.334954902
1992386.08266696,525038.433564698,"17",,1992386.08266696,525038.433564698
1992703.95491976,524698.625324634,"18",,1992703.95491976,524698.625324634
1992149.24985223,525243.684713081,"19",,1992149.24985223,525243.684713081
1937045.17262297,559262.629714848,"0",,1937045.17262297,559262.629714848
1937213.7493817,559361.943475096,"1",,1937213.7493817,559361.943475096
1937064.4525389,559206.801460323,"2",,1937064.4525389,559206.801460323
1937217.18543096,559347.8106844,"3",,1937217.18543096,559347.8106844
1937203.01441512,559267.722642391,"4",,1937203.01441512,559267.722642391
1937138.31767052,559221.24609688,"5",,1937138.31767052,559221.24609688
1937169.43774135,559245.203991817,"6",,1937169.43774135,559245.203991817
1937143.39519651,559281.240357631,"7",,1937143.39519651,559281.240357631
1937045.66906909,559182.678014001,"8",,1937045.66906909,559182.678014001
1937157.14245793,559236.305650514,"9",,1937157.14245793,559236.305650514
1937160.14236324,559268.082076832,"10",,1937160.14236324,559268.082076832
1937119.51939437,559279.064478421,"11",,1937119.51939437,559279.064478421
1937241.62435521,559355.972004503,"12",,1937241.62435521,559355.972004503
1937146.99514748,559307.084108293,"13",,1937146.99514748,559307.084108293
1937144.12599487,559301.194920763,"14",,1937144.12599487,559301.194920763
1937177.1815404,559365.072589845,"15",,1937177.1815404,559365.072589845
1937196.35925983,559316.198397864,"16",,1937196.35925983,559316.198397864
1937140.76983125,559349.772712464,"17",,1937140.76983125,559349.772712464
1937115.97257381,559251.796865732,"18",,1937115.97257381,559251.796865732
1937098.69836894,559228.84682644,"19",,1937098.69836894,559228.84682644
1962614.46576784,540676.465386107,"0",,1962614.46576784,540676.465386107
1962529.40099066,540864.521558521,"1",,1962529.40099066,540864.521558521
1962607.33818424,540677.408810325,"2",,1962607.33818424,540677.408810325
1962510.313835,540873.967281174,"3",,1962510.313835,540873.967281174
1962577.30475903,540815.589016622,"4",,1962577.30475903,540815.589016622
1962526.91343005,540788.62100334,"5",,1962526.91343005,540788.62100334
1962546.7108149,540902.564636223,"6",,1962546.7108149,540902.564636223
1962529.95923188,540911.341025134,"7",,1962529.95923188,540911.341025134
1962616.97543639,540691.025748045,"8",,1962616.97543639,540691.025748045
1962572.08616471,540819.001563775,"9",,1962572.08616471,540819.001563775
1962545.03595357,540893.771030452,"10",,1962545.03595357,540893.771030452
1962579.0679351,540665.734171151,"11",,1962579.0679351,540665.734171151
1962581.53857371,540758.184327122,"12",,1962581.53857371,540758.184327122
1962522.71815378,540866.872118452,"13",,1962522.71815378,540866.872118452
1962605.75214021,540714.878979692,"14",,1962605.75214021,540714.878979692
1962584.45982648,540781.988545784,"15",,1962584.45982648,540781.988545784
1962569.12948467,540804.779896187,"16",,1962569.12948467,540804.779896187
1962571.39141384,540736.533627412,"17",,1962571.39141384,540736.533627412
1962524.07792938,540865.383141313,"18",,1962524.07792938,540865.383141313
1962538.04374738,540890.868489344,"19",,1962538.04374738,540890.868489344
2037649.58131494,487489.831039671,"0",,2037649.58131494,487489.831039671
2037643.10076591,487470.261308678,"1",,2037643.10076591,487470.261308678
2037675.24842753,487483.239685967,"2",,2037675.24842753,487483.239685967
2037650.62994268,487528.944557001,"3",,2037650.62994268,487528.944557001
2037642.61777048,487461.853565636,"4",,2037642.61777048,487461.853565636
2037570.67383636,487549.976492856,"5",,2037570.67383636,487549.976492856
2037586.76531723,487547.609588393,"6",,2037586.76531723,487547.609588393
2037691.7987514,487435.022942182,"7",,2037691.7987514,487435.022942182
2037599.90985707,487564.862814569,"8",,2037599.90985707,487564.862814569
2037663.00978107,487504.629989207,"9",,2037663.00978107,487504.629989207
2037640.81687442,487485.508458279,"10",,2037640.81687442,487485.508458279
2037664.08520582,487518.468077192,"11",,2037664.08520582,487518.468077192
2037652.21404021,487508.198918447,"12",,2037652.21404021,487508.198918447
2037654.43353723,487471.366309771,"13",,2037654.43353723,487471.366309771
2037668.957002,487455.691325185,"14",,2037668.957002,487455.691325185
2037577.19667766,487536.735321767,"15",,2037577.19667766,487536.735321767
2037589.49955388,487566.377074496,"16",,2037589.49955388,487566.377074496
2037682.74522037,487485.603161734,"17",,2037682.74522037,487485.603161734
2037683.73597178,487488.113659605,"18",,2037683.73597178,487488.113659605
2037694.77588237,487460.085594169,"19",,2037694.77588237,487460.085594169
1952634.99048551,557996.79806112,"0",,1952634.99048551,557996.79806112
1952642.42785946,557980.996805459,"1",,1952642.42785946,557980.996805459
1952616.11106639,558012.3086648,"2",,1952616.11106639,558012.3086648
1952612.15192015,557998.93186132,"3",,1952612.15192015,557998.93186132
1952647.14246128,557990.009269166,"4",,1952647.14246128,557990.009269166
1952658.32366623,557989.716736791,"5",,1952658.32366623,557989.716736791
1952649.47739555,557985.339244093,"6",,1952649.47739555,557985.339244093
1952656.49113102,557982.526674697,"7",,1952656.49113102,557982.526674697
1952636.06064792,558009.242638233,"8",,1952636.06064792,558009.242638233
1952618.71022525,558002.092222526,"9",,1952618.71022525,558002.092222526
1952654.35771065,557990.646856046,"10",,1952654.35771065,557990.646856046
1952618.31996925,558021.451994567,"11",,1952618.31996925,558021.451994567
1952648.4179887,557992.730665205,"12",,1952648.4179887,557992.730665205
1952630.38511507,557998.334271721,"13",,1952630.38511507,557998.334271721
1952628.10927597,557993.927156732,"14",,1952628.10927597,557993.927156732
1952626.73568436,558001.452258077,"15",,1952626.73568436,558001.452258077
1952614.86996559,557996.228057377,"16",,1952614.86996559,557996.228057377
1952646.85684817,557999.405103775,"17",,1952646.85684817,557999.405103775
1952660.88333504,557984.757731916,"18",,1952660.88333504,557984.757731916
1952647.61614921,557967.132243083,"19",,1952647.61614921,557967.132243083
1937005.29877179,559173.600467856,"0",,1937005.29877179,559173.600467856
1937013.77195337,559171.762179455,"1",,1937013.77195337,559171.762179455
1937007.90751929,559139.227034881,"2",,1937007.90751929,559139.227034881
1937028.80838619,559172.693559417,"3",,1937028.80838619,559172.693559417
1937036.57590946,559182.09577713,"4",,1937036.57590946,559182.09577713
1937003.52427258,559142.504755775,"5",,1937003.52427258,559142.504755775
1937011.14043645,559137.00762387,"6",,1937011.14043645,559137.00762387
1937014.69940756,559169.285408657,"7",,1937014.69940756,559169.285408657
1937007.36990986,559169.251278443,"8",,1937007.36990986,559169.251278443
1937002.05426625,559155.181566318,"9",,1937002.05426625,559155.181566318
1937035.08454996,559185.83739736,"10",,1937035.08454996,559185.83739736
1937014.96514578,559134.079245572,"11",,1937014.96514578,559134.079245572
1937012.25292532,559179.263069781,"12",,1937012.25292532,559179.263069781
1937026.25607502,559182.805840386,"13",,1937026.25607502,559182.805840386
1937009.49175439,559169.552039121,"14",,1937009.49175439,559169.552039121
1937011.51135597,559143.315059876,"15",,1937011.51135597,559143.315059876
1937005.02440251,559126.436860891,"16",,1937005.02440251,559126.436860891
1937038.63300377,559186.279955326,"17",,1937038.63300377,559186.279955326
1937026.048781,559140.057477438,"18",,1937026.048781,559140.057477438
1937009.66682942,559147.293484664,"19",,1937009.66682942,559147.293484664
1937015.37724253,559145.143503358,"0",,1937015.37724253,559145.143503358
1937042.65997657,559171.241753448,"1",,1937042.65997657,559171.241753448
1937058.46540638,559178.335244882,"2",,1937058.46540638,559178.335244882
1937027.93547276,559168.37029105,"3",,1937027.93547276,559168.37029105
1937014.62672509,559149.6197655,"4",,1937014.62672509,559149.6197655
1937020.03121058,559145.071208094,"5",,1937020.03121058,559145.071208094
1937008.94988416,559132.28649026,"6",,1937008.94988416,559132.28649026
1937008.24518455,559128.414984644,"7",,1937008.24518455,559128.414984644
1937034.42613734,559160.624068694,"8",,1937034.42613734,559160.624068694
1937048.49528109,559178.447487045,"9",,1937048.49528109,559178.447487045
1937044.85909642,559169.42921627,"10",,1937044.85909642,559169.42921627
1937004.0435019,559141.109752648,"11",,1937004.0435019,559141.109752648
1937038.72719936,559176.336176803,"12",,1937038.72719936,559176.336176803
1937039.57678177,559167.74972038,"13",,1937039.57678177,559167.74972038
1937031.9070104,559151.907036174,"14",,1937031.9070104,559151.907036174
1937038.77205092,559162.760678506,"15",,1937038.77205092,559162.760678506
1937021.64660331,559142.88468727,"16",,1937021.64660331,559142.88468727
1937023.41387183,559160.031697674,"17",,1937023.41387183,559160.031697674
1937011.62040107,559161.212568889,"18",,1937011.62040107,559161.212568889
1937026.66012363,559162.175728029,"19",,1937026.66012363,559162.175728029
1923072.81760838,558304.790676691,"0",,1923072.81760838,558304.790676691
1923030.34772986,558348.810401684,"1",,1923030.34772986,558348.810401684
1923076.48166975,558326.909436351,"2",,1923076.48166975,558326.909436351
1923058.74907854,558311.19465681,"3",,1923058.74907854,558311.19465681
1923045.31617228,558339.856628934,"4",,1923045.31617228,558339.856628934
1923068.1281057,558320.525988225,"5",,1923068.1281057,558320.525988225
1923065.89677203,558333.159744906,"6",,1923065.89677203,558333.159744906
1923069.08152599,558305.848405418,"7",,1923069.08152599,558305.848405418
1923052.94596395,558327.323539869,"8",,1923052.94596395,558327.323539869
1923081.52452521,558303.836960723,"9",,1923081.52452521,558303.836960723
