X,Y,X,Y,id,xcoord,ycoord
-119.272921560537,34.2597012712931,1882768.480367729905993,585012.250484680989757,"16",1882768.480367729905993,585012.250484680989757
-119.272712374589,34.2593756350073,1882787.287282380042598,584975.889038435998373,"17",1882787.287282380042598,584975.889038435998373
-119.272232484679,34.2580065135968,1882829.559129809960723,584823.475341542041861,"18",1882829.559129809960723,584823.475341542041861
-119.272682862044,34.2593676464668,1882789.993928449926898,584974.968586390954442,"19",1882789.993928449926898,584974.968586390954442
-119.272561526996,34.2591046446714,1882800.798576370114461,584945.656629121978767,"20",1882800.798576370114461,584945.656629121978767
-119.27249955014,34.2585590682002,1882805.740064040059224,584885.072512191021815,"21",1882805.740064040059224,584885.072512191021815
-119.273833031434,34.2612413980444,1882686.706554939970374,585184.134895298979245,"22",1882686.706554939970374,585184.134895298979245
-119.273101867188,34.2597031636458,1882751.878316889982671,585012.670676651992835,"23",1882751.878316889982671,585012.670676651992835
-119.272364376513,34.2587466957389,1882818.452014310052618,584905.725367228034884,"24",1882818.452014310052618,584905.725367228034884
-119.273800369079,34.261048965279,1882689.443935239920393,585162.753365644020960,"25",1882689.443935239920393,585162.753365644020960
-119.272272022362,34.2585994319553,1882826.750394389964640,584889.284147299011238,"26",1882826.750394389964640,584889.284147299011238
-119.272929325857,34.259552527388,1882767.556311999913305,584995.761818581027910,"27",1882767.556311999913305,584995.761818581027910
-119.273032534687,34.2599183358813,1882758.565520559903234,585036.455333839054219,"28",1882758.565520559903234,585036.455333839054219
-119.272811883302,34.2593299903512,1882778.059230359969661,584970.942466733977199,"29",1882778.059230359969661,584970.942466733977199
-119.272644899917,34.2587846484531,1882792.671196149894968,584910.261907250038348,"30",1882792.671196149894968,584910.261907250038348
-119.273519920022,34.2607480085232,1882714.847549020079896,585129.045900010038167,"31",1882714.847549020079896,585129.045900010038167
-119.272613439131,34.2589367042043,1882795.782033760100603,584927.090274945017882,"32",1882795.782033760100603,584927.090274945017882
-119.272497921553,34.2585174876765,1882805.831658019917086,584880.458767440053634,"33",1882805.831658019917086,584880.458767440053634
-119.27348868603,34.2607845000273,1882717.775178800104186,585133.056860018987209,"34",1882717.775178800104186,585133.056860018987209
-119.273131363761,34.2601220646427,1882749.750443599885330,585059.166902108001523,"35",1882749.750443599885330,585059.166902108001523
-119.273359601952,34.2602251323393,1882728.876578480005264,585070.864769147941843,"36",1882728.876578480005264,585070.864769147941843
-119.273822838515,34.2611504072973,1882687.517317259917036,585174.030888295033947,"37",1882687.517317259917036,585174.030888295033947
-119.273513643602,34.260852785005,1882715.572790360078216,585140.659713217988610,"38",1882715.572790360078216,585140.659713217988610
-119.27352310213,34.2608885007037,1882714.751944490009919,585144.632106277975254,"39",1882714.751944490009919,585144.632106277975254
-119.272484825915,34.2588143684642,1882807.454545419896021,584913.371618891949765,"40",1882807.454545419896021,584913.371618891949765
-119.272348962072,34.2580149125386,1882818.844125929987058,584824.542680089012720,"41",1882818.844125929987058,584824.542680089012720
-119.273395643876,34.2604696641771,1882725.901056529954076,585098.028725554002449,"42",1882725.901056529954076,585098.028725554002449
-119.273320322812,34.2604355557098,1882732.789496110053733,585094.157757285051048,"43",1882732.789496110053733,585094.157757285051048
-119.273060297329,34.2597851640934,1882755.821742600062862,585021.717153285979293,"44",1882755.821742600062862,585021.717153285979293
-119.273261407899,34.2601518611784,1882737.816410100087523,585062.623444042983465,"45",1882737.816410100087523,585062.623444042983465
-119.273381423613,34.2606501582894,1882727.464234020095319,585118.031386511982419,"46",1882727.464234020095319,585118.031386511982419
-119.272856715815,34.2593697464834,1882773.986359710106626,584975.404246942955069,"47",1882773.986359710106626,584975.404246942955069
-119.27338415614,34.2606880111267,1882727.265784089919180,585122.232969001983292,"48",1882727.265784089919180,585122.232969001983292
-119.27291216096,34.2596200428687,1882769.231891460018232,585003.230184713029303,"49",1882769.231891460018232,585003.230184713029303
-119.273546747321,34.2607439409894,1882712.371297769946977,585128.626058185007423,"50",1882712.371297769946977,585128.626058185007423
-119.27318774603,34.2599261868954,1882744.282943350030109,585037.507165513001382,"51",1882744.282943350030109,585037.507165513001382
-119.272293982883,34.2579877963778,1882823.869274260010570,584821.471036153961904,"52",1882823.869274260010570,584821.471036153961904
-119.273358897365,34.2605474949713,1882729.394429699983448,585106.618347204057500,"53",1882729.394429699983448,585106.618347204057500
-119.273692705243,34.2608842249891,1882699.127153849927709,585144.355781252030283,"54",1882699.127153849927709,585144.355781252030283
-119.272431190063,34.2588373528775,1882812.426276979967952,584915.858370432048105,"55",1882812.426276979967952,584915.858370432048105
-119.272139081705,34.2582925488901,1882838.562460160115734,584855.091675549978390,"56",1882838.562460160115734,584855.091675549978390
-119.272823742159,34.2594656668696,1882777.157690200023353,584986.004668417968787,"57",1882777.157690200023353,584986.004668417968787
-119.272237415867,34.2584255761852,1882829.693323780084029,584869.960835215984844,"58",1882829.693323780084029,584869.960835215984844
-119.273309179967,34.2601861247504,1882733.465176139958203,585066.479471771046519,"59",1882733.465176139958203,585066.479471771046519
-119.273282555139,34.2603299044949,1882736.119100880110636,585082.395539829973131,"60",1882736.119100880110636,585082.395539829973131
-119.273623034769,34.2610386688297,1882705.760181050049141,585161.404401561012492,"61",1882705.760181050049141,585161.404401561012492
-119.272509717803,34.2583112213853,1882804.455668200040236,584857.594782207044773,"62",1882804.455668200040236,584857.594782207044773
-119.27318695309,34.2602050659433,1882744.747777879936621,585068.437720270943828,"63",1882744.747777879936621,585068.437720270943828
-119.273679237885,34.26082868188,1882700.289299750002101,585138.179579230025411,"64",1882700.289299750002101,585138.179579230025411
-119.272871887175,34.2595649896981,1882772.863440359942615,584997.077069279970601,"65",1882772.863440359942615,584997.077069279970601
-119.273881666959,34.2611676655993,1882682.124072740087286,585176.013728460995480,"66",1882682.124072740087286,585176.013728460995480
-119.273440338871,34.2607535961967,1882722.184055950026959,585129.572794905980118,"67",1882722.184055950026959,585129.572794905980118
-119.272476696969,34.2589165505981,1882808.346641100011766,584924.695530734024942,"68",1882808.346641100011766,584924.695530734024942
-119.273056364093,34.2595901157408,1882755.909954339964315,585000.079049912048504,"69",1882755.909954339964315,585000.079049912048504
-119.273761327399,34.2610262176662,1882693.007309860084206,585160.184782288037241,"70",1882693.007309860084206,585160.184782288037241
-119.27201781108,34.2579675100689,1882849.274398680077866,584818.899099651956931,"71",1882849.274398680077866,584818.899099651956931
-119.273372722683,34.2602457618877,1882727.697266049915925,585073.168174415943213,"72",1882727.697266049915925,585073.168174415943213
-119.273369011275,34.2604957029827,1882728.390258420025930,585100.885710989008658,"73",1882728.390258420025930,585100.885710989008658
-119.272409446873,34.2583112065879,1882813.689901859965175,584857.476236719056033,"74",1882813.689901859965175,584857.476236719056033
-119.272941327793,34.2594914658884,1882766.365261839935556,584989.003265441046096,"75",1882766.365261839935556,584989.003265441046096
-119.273617488098,34.2608599770524,1882706.019835809944198,585141.578581223962829,"76",1882706.019835809944198,585141.578581223962829
-119.273285216153,34.2602335423804,1882735.738651290070266,585071.710775078041479,"77",1882735.738651290070266,585071.710775078041479
-119.272872839206,34.2591321802985,1882772.167839779984206,584949.073728675022721,"78",1882772.167839779984206,584949.073728675022721
-119.272765027211,34.2592273691496,1882782.230167140020058,584959.505736934952438,"79",1882782.230167140020058,584959.505736934952438
-119.273086795009,34.2596144179698,1882753.141662820009515,585002.809993113973178,"80",1882753.141662820009515,585002.809993113973178
-119.272855510027,34.2591192637441,1882773.745578319998458,584947.620897024055012,"81",1882773.745578319998458,584947.620897024055012
-119.272301394523,34.2582501588364,1882823.555061490042135,584850.579243944026530,"82",1882823.555061490042135,584850.579243944026530
-119.273660326715,34.260909278381,1882702.144110290100798,585147.096758525003679,"83",1882702.144110290100798,585147.096758525003679
-119.272435706377,34.2581277972452,1882811.014055090025067,584837.164259125012904,"84",1882811.014055090025067,584837.164259125012904
-119.272892075079,34.2595329027595,1882770.959232809953392,584993.541735447011888,"85",1882770.959232809953392,584993.541735447011888
-119.272532062873,34.2591497407466,1882803.575316380010918,584950.624043822987005,"86",1882803.575316380010918,584950.624043822987005
-119.272539892134,34.2589599572252,1882802.587801950052381,584929.583596916985698,"87",1882802.587801950052381,584929.583596916985698
-119.273318794762,34.2605322882196,1882733.066133860033005,585104.884925586986355,"88",1882733.066133860033005,585104.884925586986355
-119.272657104086,34.2586873014652,1882791.410572600085288,584899.479032358038239,"89",1882791.410572600085288,584899.479032358038239
-119.272367299625,34.2585837950358,1882817.954097080044448,584887.660869713989086,"90",1882817.954097080044448,584887.660869713989086
-119.273470431078,34.2604770117043,1882719.024180159904063,585098.930923864943907,"91",1882719.024180159904063,585098.930923864943907
-119.273621604687,34.2607418883889,1882705.474772719899192,585128.485746462945826,"92",1882705.474772719899192,585128.485746462945826
-119.272730706093,34.2592037652371,1882785.357717829989269,584956.847718784003519,"93",1882785.357717829989269,584956.847718784003519
-119.273208804499,34.2599630650016,1882742.395455579971895,585041.622014597989619,"94",1882742.395455579971895,585041.622014597989619
-119.27240610746,34.2587349767141,1882814.592450120020658,584904.474218212999403,"95",1882814.592450120020658,584904.474218212999403
-119.273393409756,34.2604196899424,1882726.036575260106474,585092.483296709018759,"96",1882726.036575260106474,585092.483296709018759
-119.272167290192,34.2581560105572,1882835.772978049935773,584839.980595606961288,"97",1882835.772978049935773,584839.980595606961288
-119.273409276182,34.260652499099,1882724.902567839948460,585118.323509959969670,"98",1882724.902567839948460,585118.323509959969670
-119.27247450571,34.2585254905645,1882807.999326230026782,584881.319095983984880,"99",1882807.999326230026782,584881.319095983984880
-119.238854215197,34.1784124954815,1885794.672628859989345,575956.982883161981590,"0",1885794.672628859989345,575956.982883161981590
-119.245416048716,34.1910452138761,1885207.153910669963807,577365.602838439983316,"1",1885207.153910669963807,577365.602838439983316
-119.248902055362,34.1970072946476,1884894.073885499965400,578030.867163356975652,"2",1884894.073885499965400,578030.867163356975652
-119.245726001654,34.191361067018,1885179.020489450078458,577400.989375576027669,"3",1885179.020489450078458,577400.989375576027669
-119.247601610978,34.1948796446856,1885010.994910219917074,577793.392751478007995,"4",1885010.994910219917074,577793.392751478007995
-119.247132878996,34.1938894383179,1885052.832080140011385,577683.028957469039597,"5",1885052.832080140011385,577683.028957469039597
-119.248579642459,34.1968268525996,1884923.539153370074928,578010.484470629948191,"6",1884923.539153370074928,578010.484470629948191
-119.241514550004,34.183544198786,1885556.469241200014949,576529.186558822053485,"7",1885556.469241200014949,576529.186558822053485
-119.238682610256,34.1779761856692,1885809.895061969989911,575908.395032013999298,"8",1885809.895061969989911,575908.395032013999298
-119.248347500617,34.1962590494217,1884944.151440849993378,577947.241458683041856,"9",1884944.151440849993378,577947.241458683041856
-119.245546636863,34.1912496811837,1885195.398949040099978,577388.430258012958802,"10",1885195.398949040099978,577388.430258012958802
-119.245222853175,34.1904851645194,1885224.190713489893824,577303.264932414051145,"11",1885224.190713489893824,577303.264932414051145
-119.247918977458,34.1953221432323,1884982.354715399909765,577842.835103982943110,"12",1884982.354715399909765,577842.835103982943110
-119.241757544201,34.1837619161871,1885534.369366559898481,576553.611156602972187,"13",1885534.369366559898481,576553.611156602972187
-119.245939480289,34.1915407971756,1885159.591866079950705,577421.167835082975216,"14",1885159.591866079950705,577421.167835082975216
-119.247864147383,34.1954127706222,1884987.532804690068588,577852.824204000993632,"15",1884987.532804690068588,577852.824204000993632
-119.240482281661,34.181578419129,1885648.928617059951648,576309.979221888002940,"16",1885648.928617059951648,576309.979221888002940
-119.245705778739,34.1910736255792,1885180.489254229934886,577369.085010390030220,"17",1885180.489254229934886,577369.085010390030220
-119.243512846301,34.1870347209446,1885377.064243359956890,576918.611263550003059,"18",1885377.064243359956890,576918.611263550003059
-119.246585151981,34.1929040446898,1885101.957514869980514,577573.108851586002856,"19",1885101.957514869980514,577573.108851586002856
-119.240421512114,34.1815437966714,1885654.482845640042797,576306.069974040030502,"20",1885654.482845640042797,576306.069974040030502
-119.246609582041,34.1930330581784,1885099.883380210027099,577587.446170747978613,"21",1885099.883380210027099,577587.446170747978613
-119.246406239537,34.1927330501685,1885118.211885019904003,577553.938680773018859,"22",1885118.211885019904003,577553.938680773018859
-119.239153517082,34.1790430121782,1885767.944674669997767,576027.256144350976683,"23",1885767.944674669997767,576027.256144350976683
-119.248458387291,34.1963886278317,1884934.110442830016837,577961.740437653032131,"24",1884934.110442830016837,577961.740437653032131
-119.248459701238,34.1964826361349,1884934.118859430076554,577972.168769947951660,"25",1884934.118859430076554,577972.168769947951660
-119.238110814399,34.1770450455793,1885861.332220529904589,575804.469074073946103,"26",1885861.332220529904589,575804.469074073946103
-119.244445828956,34.1889685174559,1885293.724916690029204,577134.160618552006781,"27",1885293.724916690029204,577134.160618552006781
-119.246856737849,34.1932489005712,1885077.401152709964663,577611.668649100000039,"28",1885077.401152709964663,577611.668649100000039
-119.248797193209,34.1968806438139,1884903.563551600091159,578016.699748307000846,"29",1884903.563551600091159,578016.699748307000846
-119.24055741011,34.1817874002315,1885642.289505519904196,576333.243628273950890,"30",1885642.289505519904196,576333.243628273950890
-119.240924580105,34.1822727013041,1885609.109116849955171,576387.488111322047189,"31",1885609.109116849955171,576387.488111322047189
-119.245371902506,34.1905830613235,1885210.587642030091956,577314.293257063953206,"32",1885210.587642030091956,577314.293257063953206
-119.246068912476,34.1921878761947,1885148.552239619893953,577493.085803766036406,"33",1885148.552239619893953,577493.085803766036406
-119.246055908082,34.1921490963422,1885149.697483710013330,577488.769718596013263,"34",1885149.697483710013330,577488.769718596013263
-119.243961204908,34.1880856994836,1885337.180808319943026,577035.690841346979141,"35",1885337.180808319943026,577035.690841346979141
-119.241077026869,34.1827928103929,1885595.769285690039396,576445.348999176057987,"36",1885595.769285690039396,576445.348999176057987
-119.243719138102,34.1877035218689,1885358.967798419995233,576993.025895567028783,"37",1885358.967798419995233,576993.025895567028783
-119.244860820137,34.1898817397291,1885256.729722429998219,577235.923369779018685,"38",1885256.729722429998219,577235.923369779018685
-119.246589809327,34.193022079966,1885101.690637940075248,577586.205932145006955,"39",1885101.690637940075248,577586.205932145006955
-119.239037554728,34.1787927381286,1885778.291994940023869,575999.365457225008868,"40",1885778.291994940023869,575999.365457225008868
-119.238246491673,34.1772435119762,1885849.096252559917048,575826.635860707028769,"41",1885849.096252559917048,575826.635860707028769
-119.239570151752,34.179667627005,1885730.393307060003281,576097.008261912968010,"42",1885730.393307060003281,576097.008261912968010
-119.246173451687,34.1923322511013,1885139.115783360088244,577509.218446025974117,"43",1885139.115783360088244,577509.218446025974117
-119.240807425769,34.1821247124048,1885619.705457750009373,576370.940748804947361,"44",1885619.705457750009373,576370.940748804947361
